,gene_id,gene_name,gene_ontology
35434,b3589,yiaY,alcohol dehydrogenase (NAD+) activity
35435,b3589,yiaY,cytosol
35436,b3589,yiaY,alcohol dehydrogenase (NAD+) activity
35437,b3588,aldB,response to ethanol
35438,b3588,aldB,aldehyde dehydrogenase (NAD+) activity
35439,b3588,aldB,oxidoreductase activity
35440,b3588,aldB,cellular response to DNA damage stimulus
35441,b3588,aldB,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
35442,b3588,aldB,oxidoreductase activity
35443,b3588,aldB,oxidoreductase activity
35444,b3588,aldB,oxidation-reduction process
35445,b3588,aldB,oxidation-reduction process
35446,b3586,yiaV,transmembrane transporter activity
35447,b3586,yiaV,integral component of plasma membrane
35448,b3586,yiaV,transmembrane transport
35449,b3586,yiaV,plasma membrane
35450,b3586,yiaV,plasma membrane
35451,b3586,yiaV,plasma membrane
35452,b3586,yiaV,plasma membrane
35453,b3586,yiaV,integral component of membrane
35454,b3586,yiaV,membrane
35455,b3586,yiaV,membrane
35456,b3585,yiaU,DNA-binding transcription factor activity
35457,b3585,yiaU,"regulation of transcription, DNA-templated"
35458,b3585,yiaU,DNA binding
35459,b3585,yiaU,"transcription, DNA-templated"
35460,b3585,yiaU,"transcription, DNA-templated"
35461,b3585,yiaU,sequence-specific DNA binding
35462,b3585,yiaU,cytoplasm
35463,b3585,yiaU,bacterial-type cis-regulatory region sequence-specific DNA binding
35464,b3585,yiaU,cytosol
35465,b3585,yiaU,"regulation of transcription, DNA-templated"
35466,b3584,yiaT,cell outer membrane
35467,b3584,yiaT,cell outer membrane
35468,b3584,yiaT,cell outer membrane
35469,b3584,yiaT,membrane
35470,b3584,yiaT,protein-macromolecule adaptor activity
35471,b3584,yiaT,peptidoglycan biosynthetic process
35472,b3584,yiaT,cell outer membrane
35473,b3583,sgbE,isomerase activity
35474,b3583,sgbE,carbohydrate metabolic process
35475,b3583,sgbE,L-arabinose catabolic process
35476,b3583,sgbE,zinc ion binding
35477,b3583,sgbE,zinc ion binding
35478,b3583,sgbE,metal ion binding
35479,b3583,sgbE,L-lyxose metabolic process
35480,b3583,sgbE,pentose catabolic process
35481,b3583,sgbE,L-ribulose-phosphate 4-epimerase activity
35482,b3583,sgbE,L-ribulose-phosphate 4-epimerase activity
35483,b3583,sgbE,L-ribulose-phosphate 4-epimerase activity
35484,b3583,sgbE,L-ribulose-phosphate 4-epimerase activity
35485,b3583,sgbE,pentose catabolic process
35486,b3583,sgbE,cytosol
35487,b3583,sgbE,aldehyde-lyase activity
35488,b1162,bluR,protein binding
35489,b1162,bluR,protein binding
35490,b1162,bluR,"regulation of transcription, DNA-templated"
35491,b1162,bluR,DNA binding
35492,b1162,bluR,DNA binding
35493,b1162,bluR,"negative regulation of transcription, DNA-templated"
35494,b1162,bluR,DNA-binding transcription factor activity
35495,b0692,potE,transmembrane transport
35496,b0692,potE,transmembrane transporter activity
35497,b0692,potE,putrescine transmembrane transporter activity
35498,b0692,potE,integral component of plasma membrane
35499,b0692,potE,integral component of plasma membrane
35500,b0692,potE,ornithine transport
35501,b0692,potE,L-ornithine transmembrane transport
35502,b0692,potE,amino acid transport
35503,b0692,potE,amino acid transport
35504,b0692,potE,putrescine transport
35505,b0692,potE,putrescine transport
35506,b0692,potE,putrescine transport
35507,b0692,potE,putrescine transport
35508,b0692,potE,putrescine transport
35509,b0692,potE,putrescine:ornithine antiporter activity
35510,b0692,potE,putrescine:ornithine antiporter activity
35511,b0692,potE,symporter activity
35512,b0692,potE,symporter activity
35513,b0692,potE,plasma membrane
35514,b0692,potE,plasma membrane
35515,b0692,potE,plasma membrane
35516,b0692,potE,plasma membrane
35517,b0692,potE,integral component of membrane
35518,b0692,potE,integral component of membrane
35519,b0692,potE,membrane
35520,b0692,potE,membrane
35521,b0692,potE,antiporter activity
35528,b2352,yfdI,plasma membrane
35529,b2352,yfdI,plasma membrane
35530,b2352,yfdI,plasma membrane
35531,b2352,yfdI,integral component of membrane
35532,b2352,yfdI,membrane
35533,b1664,ydhQ,cellular response to DNA damage stimulus
35534,b0324,yahJ,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
35535,b0324,yahJ,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
35536,b2342,fadI,"fatty acid beta-oxidation, unsaturated, even number"
35537,b2342,fadI,cytoplasm
35538,b2342,fadI,3-hydroxyacyl-CoA dehydrogenase activity
35539,b2342,fadI,enoyl-CoA hydratase activity
35540,b2342,fadI,acetyl-CoA C-acyltransferase activity
35541,b2342,fadI,cytosol
35542,b2342,fadI,"transferase activity, transferring acyl groups other than amino-acyl groups"
35543,b2342,fadI,"transferase activity, transferring acyl groups"
35544,b2342,fadI,transferase activity
35545,b2342,fadI,catalytic activity
35546,b2342,fadI,fatty acid beta-oxidation
35547,b2342,fadI,fatty acid beta-oxidation
35548,b2342,fadI,lipid catabolic process
35549,b2342,fadI,lipid catabolic process
35550,b2342,fadI,lipid catabolic process
35551,b2342,fadI,fatty acid metabolic process
35552,b2342,fadI,fatty acid metabolic process
35553,b2342,fadI,fatty acid metabolic process
35554,b2342,fadI,lipid metabolic process
35555,b2342,fadI,cytoplasm
35556,b2342,fadI,cytoplasm
35557,b2342,fadI,cytoplasm
35558,b2342,fadI,cytoplasm
35559,b2342,fadI,acetyl-CoA C-acyltransferase activity
35560,b2342,fadI,acetyl-CoA C-acyltransferase activity
35561,b2342,fadI,acetyl-CoA C-acyltransferase activity
35562,b2342,fadI,acetyl-CoA C-acyltransferase activity
35563,b2342,fadI,fatty acid beta-oxidation
35564,b2342,fadI,acetyl-CoA C-acetyltransferase activity
35565,b2342,fadI,acetyl-CoA C-acyltransferase activity
35566,b2342,fadI,cytosol
35567,b2340,sixA,cytoplasm
35568,b2340,sixA,protein histidine phosphatase activity
35569,b2340,sixA,cellular protein modification process
35570,b2340,sixA,regulation of phosphorelay signal transduction system
35571,b2340,sixA,peptidyl-histidine dephosphorylation
35572,b2340,sixA,protein histidine phosphatase activity
35573,b2340,sixA,protein histidine phosphatase activity
35574,b2340,sixA,protein binding
35575,b2340,sixA,hydrolase activity
35576,b2340,sixA,cytoplasm
35577,b2340,sixA,phosphoprotein phosphatase activity
35578,b2340,sixA,cellular protein modification process
35579,b2335,yfcR,cell adhesion
35580,b2335,yfcR,cell adhesion
35581,b2335,yfcR,pilus
35582,b2335,yfcR,pilus
35583,b2335,yfcR,cell adhesion
35584,b2335,yfcR,cell adhesion involved in single-species biofilm formation
35585,b2335,yfcR,pilus
35586,b2335,yfcR,pilus organization
35587,b2334,yfcQ,cell adhesion
35588,b2334,yfcQ,cell adhesion
35589,b2334,yfcQ,pilus
35590,b2334,yfcQ,pilus
35591,b2334,yfcQ,cell adhesion
35592,b2334,yfcQ,pilus organization
35593,b2334,yfcQ,pilus
35594,b2334,yfcQ,cell adhesion involved in single-species biofilm formation
35595,b3582,sgbU,zinc ion binding
35596,b3582,sgbU,DNA repair
35597,b3582,sgbU,DNA binding
35598,b3582,sgbU,carbohydrate metabolic process
35599,b3582,sgbU,carbohydrate metabolic process
35600,b3582,sgbU,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses"
35601,b3582,sgbU,L-ribulose-5-phosphate 3-epimerase activity
35602,b3582,sgbU,L-ribulose-5-phosphate 3-epimerase activity
35603,b3582,sgbU,isomerase activity
35604,b3582,sgbU,L-lyxose metabolic process
35605,b3582,sgbU,L-ribulose-5-phosphate 3-epimerase activity
35606,b3582,sgbU,L-ascorbic acid metabolic process
35607,b3581,sgbH,protein binding
35608,b3581,sgbH,carbohydrate catabolic process
35609,b3581,sgbH,'de novo' pyrimidine nucleobase biosynthetic process
35610,b3581,sgbH,orotidine-5'-phosphate decarboxylase activity
35611,b3581,sgbH,catalytic activity
35612,b3581,sgbH,3-dehydro-L-gulonate-6-phosphate decarboxylase activity
35613,b3581,sgbH,3-dehydro-L-gulonate-6-phosphate decarboxylase activity
35614,b3581,sgbH,metal ion binding
35615,b3581,sgbH,carboxy-lyase activity
35616,b3581,sgbH,lyase activity
35617,b3581,sgbH,carbohydrate metabolic process
35618,b3581,sgbH,L-ascorbic acid catabolic process
35619,b3581,sgbH,3-dehydro-L-gulonate-6-phosphate decarboxylase activity
35620,b3580,lyxK,carbohydrate phosphorylation
35621,b3580,lyxK,"phosphotransferase activity, alcohol group as acceptor"
35622,b3580,lyxK,transferase activity
35623,b3580,lyxK,kinase activity
35624,b3580,lyxK,carbohydrate metabolic process
35625,b3580,lyxK,carbohydrate metabolic process
35626,b3580,lyxK,phosphorylation
35627,b3580,lyxK,ATP binding
35628,b3580,lyxK,nucleotide binding
35629,b3580,lyxK,L-lyxose metabolic process
35630,b3580,lyxK,L-xylulokinase activity
35631,b3580,lyxK,L-xylulokinase activity
35632,b3579,yiaO,cellular response to DNA damage stimulus
35633,b3579,yiaO,transmembrane transport
35634,b3579,yiaO,carbohydrate transport
35635,b3579,yiaO,carbohydrate binding
35636,b3579,yiaO,periplasmic space
35637,b3579,yiaO,periplasmic space
35638,b3579,yiaO,outer membrane-bounded periplasmic space
35639,b3579,yiaO,outer membrane-bounded periplasmic space
35640,b3579,yiaO,carbohydrate binding
35641,b3578,yiaN,carbohydrate transmembrane transporter activity
35642,b3578,yiaN,carbohydrate transmembrane transport
35643,b3578,yiaN,plasma membrane
35644,b3578,yiaN,plasma membrane
35645,b3578,yiaN,plasma membrane
35646,b3578,yiaN,plasma membrane
35647,b3578,yiaN,plasma membrane
35648,b3578,yiaN,integral component of membrane
35649,b3578,yiaN,integral component of membrane
35650,b3578,yiaN,membrane
35651,b3578,yiaN,plasma membrane
35652,b3578,yiaN,transmembrane transporter activity
35653,b3577,yiaM,carbohydrate transmembrane transport
35654,b3577,yiaM,carbohydrate transmembrane transporter activity
35655,b3577,yiaM,plasma membrane
35656,b3577,yiaM,plasma membrane
35657,b3577,yiaM,plasma membrane
35658,b3577,yiaM,plasma membrane
35659,b3577,yiaM,plasma membrane
35660,b3577,yiaM,integral component of membrane
35661,b3577,yiaM,membrane
35662,b3577,yiaM,C4-dicarboxylate transport
35663,b3577,yiaM,plasma membrane
35664,b3577,yiaM,transmembrane transporter activity
35665,b3576,yiaL,response to radiation
35666,b3576,yiaL,cytosol
35667,b3575,yiaK,oxidoreductase activity
35668,b3575,yiaK,oxidoreductase activity
35669,b3575,yiaK,NAD+ binding
35670,b3575,yiaK,oxidation-reduction process
35671,b3575,yiaK,oxidation-reduction process
35672,b3575,yiaK,3-dehydro-L-gulonate 2-dehydrogenase activity
35673,b3575,yiaK,3-dehydro-L-gulonate 2-dehydrogenase activity
35674,b3575,yiaK,3-dehydro-L-gulonate 2-dehydrogenase activity
35675,b3575,yiaK,cytoplasm
35676,b3575,yiaK,cytoplasm
35677,b3575,yiaK,cytoplasm
35678,b3575,yiaK,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
35679,b3575,yiaK,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
35692,b1145,ymfK,DNA binding
35693,b1144,ymfJ,cytosol
35694,b1142,ymfH,plasma membrane
35695,b1142,ymfH,plasma membrane
35696,b1142,ymfH,plasma membrane
35697,b1142,ymfH,integral component of membrane
35698,b1142,ymfH,membrane
35707,b2310,argT,nitrogen compound transport
35708,b2310,argT,cellular response to nitrogen starvation
35709,b2310,argT,cellular response to starvation
35710,b2310,argT,cellular response to zinc ion
35711,b2310,argT,L-lysine transport
35712,b2310,argT,ornithine transport
35713,b2310,argT,outer membrane-bounded periplasmic space
35714,b2310,argT,outer membrane-bounded periplasmic space
35715,b2310,argT,periplasmic space
35716,b2310,argT,periplasmic space
35717,b2310,argT,amino acid transport
35718,b3561,wecH,O-acetyltransferase activity
35719,b3561,wecH,acetyltransferase activity
35720,b3561,wecH,integral component of plasma membrane
35721,b3561,wecH,"transferase activity, transferring acyl groups"
35722,b3561,wecH,transferase activity
35723,b3561,wecH,enterobacterial common antigen biosynthetic process
35724,b3561,wecH,enterobacterial common antigen biosynthetic process
35725,b3561,wecH,enterobacterial common antigen biosynthetic process
35726,b3561,wecH,enterobacterial common antigen biosynthetic process
35727,b3561,wecH,"transferase activity, transferring acyl groups other than amino-acyl groups"
35728,b3561,wecH,O-acetyltransferase activity
35729,b3561,wecH,plasma membrane
35730,b3561,wecH,plasma membrane
35731,b3561,wecH,plasma membrane
35732,b3561,wecH,plasma membrane
35733,b3561,wecH,integral component of membrane
35734,b3561,wecH,membrane
35735,b3553,ghrB,plasma membrane
35736,b3553,ghrB,protein binding
35737,b3553,ghrB,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
35738,b3553,ghrB,NAD binding
35739,b3553,ghrB,ketogluconate catabolic process
35740,b3553,ghrB,cytosol
35741,b3553,ghrB,cytosol
35742,b3553,ghrB,hydroxypyruvate reductase activity
35743,b3553,ghrB,hydroxypyruvate reductase activity
35744,b3553,ghrB,hydroxypyruvate reductase activity
35745,b3553,ghrB,oxidation-reduction process
35746,b3553,ghrB,oxidation-reduction process
35747,b3553,ghrB,D-gluconate metabolic process
35748,b3553,ghrB,oxidoreductase activity
35749,b3553,ghrB,gluconate 2-dehydrogenase activity
35750,b3553,ghrB,gluconate 2-dehydrogenase activity
35751,b3553,ghrB,glyoxylate reductase (NADP) activity
35752,b3553,ghrB,glyoxylate reductase (NADP) activity
35753,b3553,ghrB,glyoxylate reductase (NADP) activity
35754,b3553,ghrB,glyoxylate reductase (NADP) activity
35755,b3553,ghrB,cytoplasm
35756,b3553,ghrB,cytoplasm
35757,b3553,ghrB,glyoxylate reductase (NADP) activity
35758,b3553,ghrB,cytosol
35759,b3553,ghrB,hydroxypyruvate reductase activity
35760,b3552,yiaD,plasma membrane
35761,b3552,yiaD,plasma membrane
35762,b3552,yiaD,plasma membrane
35763,b3552,yiaD,integral component of membrane
35764,b3552,yiaD,integral component of membrane
35765,b3552,yiaD,membrane
35766,b3552,yiaD,cell outer membrane
35767,b3552,yiaD,cell outer membrane
35768,b3552,yiaD,cell outer membrane
35769,b3550,yiaC,N-acetyltransferase activity
35770,b3550,yiaC,peptide-lysine-N-acetyltransferase activity
35771,b3550,yiaC,internal peptidyl-lysine acetylation
35772,b3550,yiaC,transferase activity
35773,b3550,yiaC,"transferase activity, transferring acyl groups"
35774,b3197,kdsD,carbohydrate derivative metabolic process
35775,b3197,kdsD,carbohydrate derivative binding
35776,b3197,kdsD,isomerase activity
35777,b3197,kdsD,isomerase activity
35778,b3197,kdsD,lipopolysaccharide biosynthetic process
35779,b3197,kdsD,lipopolysaccharide biosynthetic process
35780,b3197,kdsD,carbohydrate metabolic process
35781,b3197,kdsD,carbohydrate metabolic process
35782,b3197,kdsD,metal ion binding
35783,b3197,kdsD,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
35784,b3197,kdsD,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
35785,b3197,kdsD,arabinose-5-phosphate isomerase activity
35786,b3197,kdsD,arabinose-5-phosphate isomerase activity
35787,b3196,yrbG,integral component of plasma membrane
35788,b3196,yrbG,anion transmembrane transport
35789,b3196,yrbG,potassium ion transmembrane transport
35790,b3196,yrbG,sodium ion transmembrane transport
35791,b3196,yrbG,integral component of membrane
35792,b3196,yrbG,integral component of membrane
35793,b3196,yrbG,membrane
35794,b3196,yrbG,plasma membrane
35795,b3196,yrbG,plasma membrane
35796,b3196,yrbG,plasma membrane
35797,b3196,yrbG,plasma membrane
35798,b3196,yrbG,transmembrane transporter activity
35799,b3196,yrbG,integral component of plasma membrane
35800,b3196,yrbG,transmembrane transport
35801,b3196,yrbG,transmembrane transport
35802,b3196,yrbG,calcium channel activity
35803,b3196,yrbG,cellular calcium ion homeostasis
35804,b3196,yrbG,calcium ion transmembrane transport
35805,b3196,yrbG,"calcium, potassium:sodium antiporter activity"
35806,b3196,yrbG,integral component of plasma membrane
35807,b3546,eptB,"transferase activity, transferring phosphorus-containing groups"
35808,b3546,eptB,phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase activity
35809,b3546,eptB,membrane
35810,b3546,eptB,lipopolysaccharide biosynthetic process
35811,b3546,eptB,lipid metabolic process
35812,b3546,eptB,catalytic activity
35813,b3546,eptB,sulfuric ester hydrolase activity
35814,b3546,eptB,transferase activity
